Título,Descrição,Visualizações,Likes,Deslikes,Data de Publicação,Duração,Tópicos Relacionados
DANILO AVELAR - Podpah #79,"HABIB’S

Baixe o App Habib’s e aproveite todos os cupons exclusivos com o Podpah Pocast, por tempo limitado. 

https://bit.ly/AppHabibs

Siga o Habibs no Instagram: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@pod_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/E37WNGar
----------------------------------------------------------------------------------------

DANILO AVELAR

Futebolista brasileiro que atualmente joga pelo Corinthians.

Instagram
@daniloavelar

@bearsesports_

https://www.twitch.tv/daniloavelar00

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",885712,68415,N/A,2021-03-24T00:45:26Z,PT2H26M56S,N/A
DFIDELIZ - Podpah #78,"HABIB’S

Baixe o App Habib’s e aproveite todos os cupons exclusivos com o Podpah Pocast, por tempo limitado. 

https://bit.ly/AppHabibs

Siga o Habibs no Instagram: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast
--------------------------------------------------------------------------------------

PODPOOP
https://www.youtube.com/channel/UC3-SWiv4nc0Fmk2Ur8X680w

REDES DO PODPOP:

Twitter
@pod_poop
--------------------------------------------------------------------------------------

DISCORD DO PODPAH
https://discord.gg/E37WNGar
----------------------------------------------------------------------------------------

DFIDELIZ

Rapper paulistano e integrante do coletivo Recayd Mob.

Instagram
@dfideliz

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",2078135,125151,N/A,2021-03-23T19:35:35Z,PT3H8M37S,"https://en.wikipedia.org/wiki/Entertainment, https://en.wikipedia.org/wiki/Hip_hop_music"
MC DEDE - Podpah #77,"HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: http://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

MC DEDE

Cantor e compositor de funk desde a adolescência, atualmente muito reconhecido no meio.

Instagram
@mcdede

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",734815,44772,N/A,2021-03-19T22:23:21Z,PT2H56M39S,https://en.wikipedia.org/wiki/Entertainment
MC KEVIN - Podpah #76,"HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: http://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

MC KEVIN

Artista musical reconhecido no meio do funk, com hits que chegam à mais de 100 milhões de views no YouTube. 

Instagram
@mckevin

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",23268441,741928,N/A,2021-03-18T23:06:44Z,PT2H59M6S,https://en.wikipedia.org/wiki/Music
YUNK VINO  - Podpah #75,"HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: http://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

YUNK VINO

Cantor e compositor do meio do rap nacional desde 2018.

Instagram
@yunkvino

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",2437246,86802,N/A,2021-03-17T22:25:45Z,PT3H8M8S,"https://en.wikipedia.org/wiki/Music, https://en.wikipedia.org/wiki/Music_of_Latin_America"
KELVIN MIL GRAU  - Podpah #74,"HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: http://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

KELVIN MIL GRAU

Dono do canal Mil Grau 777 no YouTube, que tem seu foco no time de futebol Corinthians.

Instagram
@kelvindefato

@milgraufilmes777

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",508928,33464,N/A,2021-03-16T22:12:59Z,PT3H11M54S,https://en.wikipedia.org/wiki/Entertainment
PEDRO QUALY  - Podpah #73,"HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: http://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial
--------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

PEDRO QUALY

Cantor integrante do grupo de hip-hop Haikaiss, criado em 2006.

Instagram
@pedroqualy_haikaiss

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",634153,44638,N/A,2021-03-15T21:28:14Z,PT2H57M56S,https://en.wikipedia.org/wiki/Music
ALÊ OLIVEIRA  - Podpah #72,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

ALÊ OLIVEIRA

Instagram
@aleoliveira

Youtube
https://www.youtube.com/channel/UClK43C6-9DFMrZ_9fPDpktw

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1229008,70076,N/A,2021-03-12T20:10:19Z,PT1H55M53S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
MAURO BETING  - Podpah #71,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

MAURO BETING

Instagram
@maurobetingoficial

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",469798,40326,N/A,2021-03-11T20:38:29Z,PT2H15M54S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
VILELA  - Podpah #70,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

VILELA

Instagram
@vilela

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",449804,31264,N/A,2021-03-10T21:21:44Z,PT2H55M7S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
FLEEZUS  - Podpah #69,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

FLEEZUS

Instagram
@zusflee

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",647119,27835,N/A,2021-03-09T22:40:25Z,PT3H46M53S,"https://en.wikipedia.org/wiki/Hip_hop_music, https://en.wikipedia.org/wiki/Music"
SHEVIII2K  - Podpah #68,"CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

SHEVIII2K

Instagram
@sheviii2k

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1654759,125096,N/A,2021-03-08T21:33:18Z,PT2H47M19S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
DONKEY  - Podpah #67,"PATROCINADOR

HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: https://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial

---------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

DONKEY

Instagram
@donkey13

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",647836,48916,N/A,2021-03-05T22:08:41Z,PT3H13M19S,https://en.wikipedia.org/wiki/Music
DANIEL ZUKERMAN - Podpah #66,"PATROCINADOR

HABIB’S

Habibers
O Clube de fidelidade pra quem ama Habib’s. 

Link de inscrição para ganhar 40 pontos: https://www.habibs.com.br/podpah

Nos acompanhe nas redes sociais: @HabibsOficial

---------------------------------------------------------------------------------------

CORTES PODPAH
https://www.youtube.com/channel/UCc1RwDwEXEd2SKO3V6h45wA 

REDES DO PODPAH:

Instagram
@podpahpodcast

Twitter
@podpahpodcast

----------------------------------------------------------------------------------------

DANIEL ZUKERMAN

Instagram
@danielzukerman

----------------------------------------------------------------------------------------
ANFITRIÕES:
Igão - Twitter @igorcavalari
               - Instagram @igao

Mítico - Twitter @miticojovem
               - Instagram @mitico

DIREÇÃO/PRODUÇÃO:
 Alex Trevisan            
               - Instagram @oalextrevisan",1046145,63082,N/A,2021-03-04T21:37:46Z,PT1H59M55S,https://en.wikipedia.org/wiki/Lifestyle_(sociology)
